pmid,Case Report,Diagnosis,Epidemic Forecasting,Mechanism,Prevention,Transmission,Treatment
33921938,0,0,0,1,0,1,1
32502664,0,0,0,0,1,1,0
33530804,0,1,0,0,0,1,1
32770797,0,1,0,0,0,0,1
33035674,0,0,0,0,1,0,0
32336957,0,0,0,1,0,0,1
32826719,0,0,0,0,1,0,0
32868971,0,0,0,0,1,0,0
32987040,0,0,0,0,1,0,0
32514047,0,0,0,1,0,0,1
33049487,0,0,0,0,0,0,1
33294423,0,1,0,0,0,1,0
32834651,0,1,0,0,0,0,0
32961675,0,0,0,0,0,0,1
32342873,0,0,0,0,1,0,1
32596725,0,1,0,0,0,0,0
32439209,0,1,0,0,0,0,1
32944160,0,1,0,0,0,0,0
33173837,0,0,0,1,0,1,0
32834901,0,0,0,0,1,0,0
32744714,0,1,0,0,0,0,1
33274614,0,0,0,1,0,1,0
32626554,0,0,0,1,0,0,0
32646454,0,0,0,0,1,0,0
32838225,0,0,0,0,1,0,0
32395542,0,1,0,0,1,0,0
32686993,0,0,0,1,0,0,1
33070758,0,0,0,0,1,0,0
32923288,1,0,0,0,0,0,0
33014130,0,0,0,1,0,0,1
33065193,0,1,0,0,1,0,0
32314503,0,0,0,0,0,0,1
33110677,0,1,0,0,1,1,1
32416028,0,1,0,1,0,0,1
33056951,0,0,0,0,1,0,0
32921286,0,0,0,0,1,0,0
32348165,0,0,0,0,0,0,1
32811627,0,0,0,0,1,0,0
32359857,0,0,0,0,1,0,0
32287365,0,0,0,0,1,0,0
32232429,1,0,0,0,0,0,0
32441243,0,1,0,0,0,0,0
32476472,0,0,0,1,0,0,1
33062267,0,0,0,0,0,0,1
33909351,0,0,0,0,1,1,0
32910318,0,0,0,0,0,0,1
32744561,0,1,0,1,0,0,1
32565842,0,0,1,0,1,0,0
32725271,0,1,0,0,1,0,0
32703538,0,1,0,0,0,0,0
32781078,0,0,0,0,1,0,0
33997146,0,0,0,0,1,1,0
32867645,0,0,0,1,0,0,1
32015508,0,0,0,1,0,1,0
32426318,0,0,0,0,1,0,0
33521734,0,1,0,0,0,1,0
32838176,0,1,0,0,0,0,0
32923991,0,1,0,0,0,0,1
33920724,0,0,0,1,1,1,0
32818962,0,0,0,0,0,0,1
33011680,0,0,0,0,1,0,0
32699155,0,0,0,0,1,0,0
32756323,0,0,0,1,0,0,1
32674510,0,0,0,0,1,0,0
32733979,0,0,0,0,1,0,0
32793008,0,0,0,0,1,0,0
32971311,0,0,0,0,1,0,0
34092228,0,0,0,0,1,1,0
33048784,0,0,0,0,1,0,0
32721804,0,0,0,1,0,0,1
32754224,0,0,0,1,0,0,1
32879082,0,1,0,0,0,0,0
32768261,0,0,0,0,1,0,0
32866033,0,1,0,0,0,0,1
32999184,1,0,0,0,0,0,0
32290445,0,0,0,0,1,1,0
32840571,1,0,0,0,0,0,0
32982743,0,0,0,0,0,0,1
32074786,0,0,0,0,0,0,1
33029620,0,1,0,0,1,0,0
32404799,0,1,0,0,0,0,0
32636755,0,0,0,1,0,0,1
32768490,0,0,0,1,0,0,1
32837731,0,0,0,0,1,0,0
32645632,0,0,0,1,0,0,1
32853673,0,0,0,0,0,0,1
32968487,0,0,0,0,0,0,1
32718266,0,0,0,0,1,0,0
32912716,1,0,0,0,0,0,0
34035952,0,0,0,1,0,1,0
32991885,0,1,0,0,0,0,0
32744711,0,0,0,1,0,0,1
32593867,0,0,0,0,0,0,1
32482785,0,0,1,0,1,0,0
32898806,0,0,0,0,1,0,0
33053788,0,0,0,0,1,0,0
32314790,0,1,0,1,0,1,0
32296046,0,0,0,0,1,0,0
33039964,0,1,0,0,0,0,1
32106462,0,1,0,0,0,0,0
32837591,0,1,0,0,0,0,0
32400924,0,0,0,0,1,0,0
32100979,0,0,0,0,1,0,0
33073216,0,1,0,0,0,0,1
32505072,0,0,0,1,0,0,1
32836897,1,0,0,0,0,0,0
32564757,0,0,0,0,1,0,0
32020915,0,1,0,1,0,1,1
32829885,0,1,0,0,0,0,1
32787389,0,0,0,0,1,0,0
32279694,0,0,0,0,1,0,0
32313348,0,0,0,0,1,0,0
32875166,0,0,0,1,0,0,1
32492406,0,0,0,1,0,0,1
32581854,0,1,0,1,0,0,0
32057211,0,0,0,1,1,1,0
32821033,0,0,0,1,0,0,1
32304512,0,0,0,0,1,0,0
32388476,0,0,0,1,0,0,1
32915476,0,1,0,0,0,0,1
32519293,1,0,0,0,0,0,0
32474631,0,1,0,0,0,0,0
32722174,0,0,0,0,1,0,0
32509258,0,1,0,0,0,0,1
32518743,0,0,0,0,1,0,0
33073361,0,1,0,0,0,0,1
33009957,0,0,0,0,1,0,1
32964653,0,0,0,0,0,0,1
32749709,0,1,0,0,0,0,0
32668058,0,1,0,0,0,0,1
32754036,0,0,0,0,0,0,1
32484782,0,0,0,0,1,0,0
32478558,0,0,0,0,1,0,0
33046943,0,0,0,0,1,0,0
32228309,0,0,0,0,1,0,0
32648153,0,0,0,0,0,0,1
32644876,0,0,0,0,1,0,1
32405285,0,0,0,0,1,0,0
32603424,0,0,0,1,0,0,1
33031464,0,0,0,0,1,0,0
32827748,0,0,0,0,1,0,0
32654247,0,0,0,1,0,0,0
32656673,0,0,0,0,1,0,1
32617078,0,0,0,0,1,0,0
32710820,0,1,0,0,0,0,1
33071815,0,0,0,1,0,0,1
32646930,0,0,0,0,0,0,1
32386473,0,0,0,0,1,0,0
32415882,0,0,0,0,1,0,0
32967691,0,0,0,0,1,0,0
32301628,0,0,0,0,1,0,0
32796355,0,1,0,0,0,0,1
32965370,0,0,0,0,1,0,0
33540130,0,0,0,0,1,1,0
32558646,0,1,0,0,0,0,0
33064677,0,0,0,0,0,0,1
32478713,0,0,0,0,1,0,0
32955375,0,1,0,1,0,1,0
32768938,0,1,0,0,0,0,1
32900752,1,0,0,0,0,0,0
33643658,0,0,0,0,1,1,0
32825954,0,0,0,1,0,0,1
33761077,0,0,0,0,0,1,0
32377030,0,0,1,0,0,0,0
32840663,0,1,0,0,0,0,1
33058027,0,1,0,0,0,0,1
32512122,0,0,0,0,0,0,1
32658860,0,0,0,0,1,0,0
32969711,0,1,0,0,0,0,1
32433161,1,0,0,0,0,0,0
32612973,0,0,0,0,1,0,0
32550286,0,0,0,0,1,0,0
32646044,0,0,0,0,1,0,0
32730095,0,1,0,1,1,1,1
32817697,0,0,1,0,1,0,0
32816059,1,0,0,0,0,0,0
32500944,0,1,0,1,0,0,0
32834916,0,0,1,0,1,0,0
32589151,0,0,0,0,1,0,0
32863557,0,1,0,0,0,0,0
33070706,1,0,0,0,0,0,0
32513308,0,0,0,0,0,0,1
32674823,0,1,0,0,0,0,1
32798340,0,1,0,0,0,0,1
33074885,0,1,0,0,1,0,0
32345594,0,1,0,0,0,0,1
32841988,0,0,0,0,1,0,0
32680695,0,1,0,1,0,1,1
33063056,0,0,1,0,0,0,0
32835280,1,0,0,0,0,0,0
32591171,0,0,0,0,1,0,0
32802695,0,0,0,0,1,0,0
32701558,0,0,0,0,1,0,0
32569797,0,0,0,0,1,0,0
32533346,1,0,0,0,0,0,0
32350857,0,0,0,0,1,0,0
32930523,0,0,0,1,0,0,1
33441091,0,1,1,0,0,0,0
33051392,0,0,0,0,1,0,0
32022276,0,0,0,1,0,0,1
32582576,0,0,0,1,0,0,1
32551770,0,0,0,0,1,0,0
32368493,1,0,0,0,0,0,0
32454574,0,0,0,0,1,0,0
32401934,0,0,0,0,1,0,0
33031652,0,0,0,0,0,0,1
32811213,0,0,0,0,1,0,0
32833776,0,0,0,0,1,0,1
32500116,0,0,0,0,1,0,0
32576325,0,0,0,0,1,0,0
33055123,0,0,0,0,1,0,0
34344916,0,0,1,0,1,0,0
32407758,0,0,0,0,1,0,0
32418446,0,0,0,0,0,0,1
32344313,0,0,0,0,0,0,1
32808940,0,0,0,0,0,0,1
32399493,0,0,0,0,1,0,0
32709770,0,0,0,0,1,0,0
32653358,0,0,0,0,1,0,0
32903841,0,1,0,0,0,0,1
32228226,0,0,0,1,0,0,1
33613145,0,0,0,0,1,1,0
32863157,0,0,0,1,0,0,1
32455111,1,0,0,0,0,0,0
32779342,0,0,0,0,1,0,0
32503180,0,1,0,0,0,0,1
32817726,0,0,1,0,1,0,0
33000143,0,1,0,1,0,0,0
32405411,0,0,0,0,1,0,0
32910919,0,0,0,0,0,0,1
32951058,1,0,0,0,0,0,0
32932800,0,1,0,0,0,1,0
32954707,0,0,0,0,1,0,0
33504339,0,0,0,0,1,1,0
32292113,0,0,0,0,0,0,1
34095513,0,0,0,0,0,1,0
32532945,0,1,0,0,0,0,1
32764506,0,0,0,1,0,1,0
32569493,0,0,0,0,1,0,0
32929268,0,0,0,1,0,0,0
32272522,0,0,0,0,1,0,0
32948871,0,0,0,0,1,0,0
32451877,0,0,0,0,1,0,0
33078372,0,0,0,0,0,0,1
32437022,0,1,0,0,0,0,0
32969365,1,0,0,0,0,0,0
32805466,0,0,0,0,1,0,0
32581069,0,0,0,0,1,0,0
33686400,0,0,0,1,0,1,0
32803143,0,1,0,1,0,0,1
32538003,0,0,0,0,1,0,1
32187837,0,1,0,0,0,0,0
32424603,0,1,0,0,0,0,0
32788008,0,1,0,0,0,0,1
33028485,0,0,0,0,0,0,1
32843835,0,0,0,0,1,0,0
32483500,1,0,0,0,0,0,0
33003105,0,1,0,0,0,0,0
32277759,0,1,0,0,0,1,0
32478712,0,0,0,0,1,0,0
32837300,0,1,0,0,0,0,1
32984489,0,0,0,1,0,0,0
32834387,0,0,0,0,1,0,0
32403008,0,1,0,0,0,0,0
32874142,0,0,0,0,1,0,0
33936746,0,0,0,1,0,1,0
32990399,0,0,0,0,1,1,0
32871902,1,0,0,0,0,0,0
32525825,0,0,0,0,1,0,0
32318916,0,1,0,0,0,0,0
32692733,1,0,0,0,0,0,0
32987547,0,0,1,0,1,0,0
32803716,0,1,0,0,0,0,1
32422178,0,0,0,0,0,0,1
32436251,0,0,0,0,1,0,0
32794042,0,0,1,0,0,0,0
32657669,0,0,0,0,1,0,0
32462267,0,1,0,1,0,0,1
32899063,0,0,0,0,0,0,1
32247926,0,1,0,0,0,0,0
32572981,0,0,0,0,1,0,0
32424329,0,1,0,0,0,0,0
32621718,0,0,0,1,0,0,1
33048300,0,0,0,0,0,0,1
32880004,0,1,0,0,0,0,0
32742475,0,0,0,1,0,0,1
32418947,0,0,0,0,1,0,0
32198988,0,0,0,0,1,0,0
32885373,0,0,0,0,0,0,1
32868745,0,1,0,0,0,0,0
32998719,0,0,0,0,1,0,0
32456404,0,0,0,0,0,0,1
33026628,0,1,0,0,0,0,0
32387967,0,1,0,0,0,0,0
33729905,0,0,0,0,1,1,0
32462689,0,1,0,1,0,0,0
32667257,0,0,0,0,1,0,0
32429774,0,0,0,0,0,0,1
33330309,0,0,1,0,1,0,0
33027349,0,1,0,0,0,0,0
32954488,0,1,0,0,1,0,0
32867349,0,0,0,1,0,0,1
33052324,0,1,0,0,0,0,0
32355132,0,0,0,0,1,0,0
32859619,1,0,0,0,0,0,0
32872734,0,1,0,0,0,0,1
32761228,0,1,0,0,0,1,0
32549337,0,0,0,0,1,0,0
32612565,0,0,0,0,1,0,0
32363409,0,0,0,0,1,0,0
32416411,0,0,0,1,0,0,1
32355450,0,0,0,0,1,0,0
32921726,0,1,0,1,0,0,1
33051976,0,1,0,0,0,0,1
32555006,0,1,0,0,0,0,1
32834609,0,0,1,0,0,0,0
32251789,0,0,0,0,0,1,0
32854044,0,0,0,0,1,0,0
33025751,0,0,0,1,0,0,0
33040520,0,1,0,0,0,0,1
32149484,0,0,0,1,0,1,0
32496919,0,1,0,0,0,0,0
33678946,0,0,0,0,1,1,0
32719805,0,0,0,0,1,0,0
33045499,0,1,0,0,0,0,0
32502005,0,0,0,0,1,0,0
32780821,0,0,0,0,1,0,1
32990010,0,1,0,0,0,0,1
32348692,0,0,0,1,0,0,1
32690600,0,1,0,1,0,0,0
32660185,0,1,0,1,0,0,1
32520506,1,0,0,0,0,0,0
32359035,0,1,0,0,0,0,1
32837913,0,0,0,1,0,0,1
32960510,0,1,0,0,0,0,1
32800093,0,0,1,0,1,0,0
32129518,0,0,0,1,0,0,1
32375150,1,0,0,0,0,0,0
32986793,0,1,0,0,0,0,1
32964657,0,1,0,0,0,0,0
32232648,0,1,0,0,0,0,0
32962383,0,0,0,0,1,0,0
32713413,0,0,0,0,1,0,0
32092539,0,0,0,1,0,0,0
32645554,0,0,0,0,1,0,0
32876244,0,1,0,0,1,0,0
32246897,0,0,0,0,1,0,0
32581077,0,0,0,1,0,0,1
32769050,0,0,0,1,0,0,1
32822426,0,0,0,1,0,0,1
32524516,0,1,0,0,0,0,1
33529705,0,0,1,0,0,0,0
33655480,0,0,0,1,0,1,0
32694270,0,0,0,0,1,0,0
33037946,0,1,0,0,0,0,0
32375105,0,0,0,0,1,0,0
32606050,0,0,0,0,0,0,1
32603515,0,1,0,0,0,0,0
32292635,0,0,0,0,1,0,0
32921037,0,0,0,0,1,0,0
32531085,0,1,0,1,0,0,1
32881850,0,0,0,0,1,0,0
32935831,0,1,0,1,0,0,0
32837499,0,0,0,0,1,0,0
32574342,0,0,0,0,1,0,0
32734293,0,0,0,0,1,0,0
32719035,0,0,0,0,1,0,0
32444466,0,0,0,1,0,0,1
32323016,0,0,0,0,1,0,0
32542735,0,0,0,1,0,0,0
32841519,0,0,0,0,1,0,0
32835142,0,0,1,0,1,0,0
32501804,0,0,0,0,1,0,0
32946149,0,1,0,1,0,0,1
32687455,0,0,0,0,1,0,0
32920452,0,1,0,0,0,0,1
32700795,0,0,0,1,0,0,1
32828701,0,1,0,0,0,0,0
32719766,0,1,0,0,0,0,1
32358217,0,0,0,0,1,0,0
32652357,0,0,0,0,1,1,0
32965656,1,0,0,0,0,0,0
33051841,0,0,0,1,0,1,0
32402693,0,0,0,0,1,0,0
32738884,0,0,0,0,1,0,0
32539661,0,0,0,0,1,0,0
32497746,0,0,0,0,1,0,0
32427173,0,0,0,0,1,0,1
32539346,0,1,0,0,0,0,0
32303885,0,0,0,0,0,0,1
32780181,0,0,0,0,1,0,0
33994677,0,0,1,0,0,0,0
32522830,0,1,0,1,0,1,0
32452804,0,1,0,0,1,0,0
32938609,0,0,0,0,1,0,0
32336467,0,0,0,0,1,0,0
32801068,0,0,0,0,1,0,0
32837554,0,0,0,0,1,0,0
32587149,0,0,0,0,1,0,0
32837278,0,0,0,0,1,0,0
32502585,0,1,0,0,0,0,0
32463288,0,0,0,0,1,0,0
32499385,0,0,0,0,1,0,0
32873611,0,1,0,1,0,0,1
32592163,0,0,0,0,0,0,1
32961061,0,1,0,0,0,0,0
33044019,0,1,0,0,0,0,1
32460927,0,1,0,0,0,0,1
34023987,0,0,0,1,0,1,1
33052311,0,0,0,0,1,1,0
32412096,0,0,0,0,1,0,0
32946031,0,1,0,0,0,0,1
32652898,0,0,0,0,1,1,0
33009401,0,0,0,1,0,0,1
32589691,0,1,0,0,0,0,1
33572542,0,0,0,0,1,1,0
32482155,0,0,0,0,1,0,0
32685113,0,1,0,0,0,0,0
32838362,0,0,0,1,0,0,0
32982135,0,0,0,0,0,1,0
32432162,1,0,0,0,0,0,0
32766396,0,0,0,0,1,0,0
32908316,0,0,0,1,0,0,0
32736407,0,1,0,0,0,1,0
32933519,0,1,0,0,0,0,0
32559167,0,0,0,0,1,0,0
33283238,0,0,0,0,1,1,0
32733775,0,0,0,0,0,0,1
32854247,0,0,0,1,0,0,1
32993015,0,0,0,1,0,0,1
32528785,1,0,0,0,0,0,0
32501378,0,0,0,0,1,0,0
32685880,0,1,0,0,0,0,1
32757087,0,0,0,0,1,0,0
32627216,0,1,0,0,0,0,0
33046695,0,0,0,1,0,1,0
33058134,0,1,0,0,0,0,0
32918606,0,0,0,0,1,0,0
32619835,0,0,0,0,1,0,0
32609235,0,0,0,0,1,0,0
32981023,0,1,0,1,0,0,1
32383269,0,0,0,1,0,0,1
32374942,0,0,0,0,1,0,0
32916801,0,1,0,0,0,0,0
32572174,0,0,0,0,0,0,1
32926714,1,0,0,0,0,0,0
33485605,0,1,0,0,0,1,1
32837388,0,0,0,0,1,0,0
32900402,0,0,0,0,1,1,0
32391413,0,0,0,0,1,0,0
32833213,0,0,0,1,0,0,1
32511784,0,1,0,0,0,0,1
32497747,0,0,0,0,1,0,0
34316562,0,0,0,0,1,1,0
33031088,0,0,0,1,0,1,0
32779728,0,0,0,0,0,0,1
32401931,0,0,0,0,1,0,0
33785459,0,0,0,1,0,1,1
32815513,1,0,0,0,0,0,0
32959998,1,0,0,0,0,0,0
33048801,1,0,0,0,0,0,0
32524223,0,1,0,0,0,0,0
32405160,0,0,0,0,0,0,1
32965369,0,1,0,0,0,0,1
32530776,0,0,0,0,1,0,1
32779193,0,1,0,0,0,1,1
32412231,0,0,0,0,1,0,0
32382684,0,1,0,0,0,0,1
32301766,0,0,0,1,0,0,1
32837763,0,0,0,0,1,0,0
32860226,0,0,0,0,1,0,0
32797176,0,1,0,0,0,0,0
32545587,0,0,0,0,1,0,0
32560965,0,0,0,0,1,0,0
32798215,1,0,0,0,0,0,0
32141279,0,0,0,0,0,1,0
32405089,0,0,0,0,1,0,0
32924707,0,1,0,0,0,0,1
32682041,0,0,0,0,0,0,1
32602404,0,0,0,0,1,0,0
33790874,0,0,0,1,1,1,0
32986242,0,1,0,0,1,0,0
32552016,0,0,0,0,1,0,0
32391282,0,0,0,0,1,0,0
32952304,0,0,0,0,1,0,0
32359846,0,0,0,0,1,0,0
32732512,0,1,0,0,0,0,1
32434272,0,0,0,0,0,0,1
32328338,1,0,0,0,0,0,0
32533799,0,0,0,0,1,0,0
32904943,0,0,0,0,1,0,0
32599304,0,0,0,1,0,1,0
32498136,0,0,1,0,0,0,0
32777758,0,0,0,1,1,0,1
32663793,0,0,0,0,1,0,0
32501424,0,1,0,0,0,0,0
32993455,0,0,0,0,1,0,0
32423359,0,1,0,0,0,0,0
32802994,0,0,0,0,0,0,1
32827813,0,0,0,0,0,1,0
32534210,0,0,0,0,1,0,0
33453351,0,0,0,0,1,1,0
32835023,1,0,0,0,0,0,0
32257537,0,0,0,0,0,0,1
33020140,0,1,0,0,0,0,0
32907581,0,0,0,0,1,0,0
32340093,0,0,0,0,1,1,0
32447742,0,1,0,0,0,0,0
32882719,0,1,0,0,0,0,1
32536480,0,0,0,0,1,0,1
32342998,0,0,0,0,1,0,0
32640492,0,0,0,0,0,0,1
32518102,0,0,0,0,1,0,0
32896424,0,0,0,0,1,0,0
32704472,1,0,0,0,0,0,0
32567480,0,0,0,0,1,0,0
32681089,0,0,0,0,0,1,0
32375200,0,0,0,1,0,0,1
32354081,0,0,0,0,1,0,0
32769260,0,1,0,0,0,0,1
32482845,0,1,0,0,0,0,0
32730140,0,0,0,0,1,0,0
33039965,0,1,0,0,0,0,1
33050914,0,0,0,0,1,0,0
32552534,0,0,0,1,0,0,1
32921715,0,0,0,1,0,0,1
32370561,0,0,0,0,1,0,0
34127665,0,0,0,0,0,1,0
33121072,0,0,1,0,0,0,0
32950044,0,0,0,0,0,0,1
32654350,0,1,0,1,0,0,1
33039147,0,0,0,1,0,0,0
32622823,1,0,0,0,0,0,0
32904876,0,0,0,0,1,0,0
32884452,0,1,0,0,0,0,0
32821192,0,0,0,0,1,0,0
32850608,0,0,0,0,1,0,0
32471650,0,1,0,0,0,0,1
32838009,1,0,0,0,0,0,0
32238221,0,0,0,0,1,0,0
33017280,0,1,0,1,0,0,1
33073982,0,1,0,0,0,0,0
32740064,0,1,0,0,1,1,0
32828577,0,1,0,0,0,0,1
32839694,0,0,0,0,1,0,0
32834380,0,0,0,0,1,0,0
33036814,0,1,0,0,0,0,0
32233876,0,1,0,0,1,0,0
32876259,0,0,0,0,1,0,0
32643158,0,0,0,1,0,0,1
32445030,0,0,0,0,1,0,1
32579874,0,0,0,1,0,0,0
32834596,0,0,1,0,1,1,0
32947751,0,0,0,0,1,0,0
33046929,0,0,0,0,1,0,0
32755569,0,0,0,1,0,0,0
32578843,0,1,0,0,1,0,0
32950880,0,0,0,0,0,0,1
32610153,0,0,0,0,0,0,1
32344366,1,0,0,0,0,0,0
32354664,0,0,0,0,1,0,0
32284951,0,0,0,0,1,0,0
32925755,0,0,0,0,0,0,1
32376589,0,1,0,0,0,0,0
33146873,0,1,0,0,0,1,0
32540920,0,0,0,0,1,0,0
32991237,0,0,0,0,1,0,0
32837113,0,0,0,1,0,0,1
32425014,0,1,0,0,1,0,0
32470486,0,0,0,0,0,0,1
32765200,0,0,0,0,1,0,0
32821538,0,0,0,0,1,0,0
32703089,0,0,0,0,1,0,0
32859666,0,0,0,0,1,0,0
32411313,0,0,0,0,0,0,1
32313807,1,0,0,0,0,0,0
32628137,0,0,0,1,0,0,1
32834279,0,0,0,0,1,0,0
32678037,0,0,1,0,1,0,0
32920494,0,0,0,0,1,0,0
32883809,0,1,0,0,0,0,0
32197787,0,0,0,0,1,0,1
32503305,0,0,0,0,1,0,0
33485924,0,0,0,0,1,1,0
32531548,0,1,0,0,0,0,0
32781984,0,0,0,0,0,0,1
32775785,0,0,0,0,1,0,0
33933322,0,0,0,0,1,1,0
32513292,0,0,0,0,1,0,0
32367850,0,0,0,0,1,0,0
32297988,0,0,0,0,0,0,1
32440724,0,0,0,0,1,0,0
32159317,0,0,0,0,1,0,0
32179150,0,0,0,0,0,0,1
32478545,0,0,0,0,1,0,0
32830935,0,0,0,0,1,0,0
32999949,0,0,0,0,1,0,0
32519953,0,0,0,0,1,0,0
32056407,1,0,0,0,0,0,0
32591762,0,1,0,1,0,0,1
32716892,0,0,0,0,1,0,0
32489929,0,1,0,0,0,0,0
32593056,0,0,0,0,1,0,0
32986795,0,1,0,0,1,0,0
32473009,0,1,0,0,0,0,0
33058425,0,0,0,1,0,0,1
32732352,0,0,0,0,0,0,1
32956613,0,0,0,0,1,0,0
32554344,0,0,0,0,1,0,0
32953401,0,1,0,0,0,0,1
32723104,0,0,0,0,0,0,1
32920504,0,0,0,0,0,0,1
32432994,0,0,0,0,1,0,0
32724732,0,0,0,0,1,0,0
32504552,0,0,0,0,1,0,0
32836528,0,0,1,0,1,0,0
32759577,0,0,0,1,0,0,1
32550647,0,0,0,0,1,0,0
34112645,0,0,0,0,1,1,0
32450346,0,0,0,1,0,0,1
32973511,0,0,0,0,1,0,0
32943628,0,0,0,1,0,0,1
32702051,0,0,1,0,1,0,0
32609360,0,1,0,0,1,1,0
32916692,0,0,0,0,1,0,0
32867423,0,0,0,0,1,0,0
32946584,0,0,0,0,1,0,0
32474718,0,0,0,0,1,0,0
32607860,0,0,0,0,1,0,0
32656172,0,1,0,0,0,0,0
32565367,0,0,0,0,1,0,0
32837309,0,0,1,0,0,0,0
32415422,0,0,0,0,1,0,0
32501368,0,0,1,0,0,0,0
32754160,0,0,0,1,0,0,1
32474908,0,0,0,0,1,0,0
33041119,1,0,0,0,0,0,0
32303717,0,0,0,0,0,0,1
34313896,0,0,0,0,1,1,0
32963090,0,1,0,0,0,0,1
33173840,0,0,0,0,1,1,0
32890254,0,0,0,0,1,0,0
32762081,0,0,0,1,0,0,1
32960072,0,1,0,1,0,0,1
32561990,0,1,0,0,0,0,0
32726185,0,0,1,0,1,0,0
32940880,1,0,0,0,0,0,0
32665420,0,1,0,0,0,0,0
32661423,0,0,0,1,0,0,1
32434789,0,0,0,0,0,0,1
32397896,0,1,0,0,0,1,0
32303424,0,0,0,1,0,0,1
32900267,1,0,0,0,0,0,0
32966040,0,0,0,1,0,0,1
32923230,1,0,0,0,0,0,0
32900406,0,1,0,0,0,0,1
32725955,0,1,0,0,1,0,1
32420305,1,0,0,0,0,0,0
32772540,0,0,0,0,1,0,0
32772313,0,0,0,1,0,0,1
32361996,0,0,0,0,0,1,0
32538209,0,0,0,0,0,0,1
32645477,0,0,0,0,1,1,0
32226962,1,0,0,0,0,0,0
32450197,0,1,0,1,1,0,1
32496210,0,0,0,0,0,0,1
33042672,0,1,0,0,0,0,1
32344425,0,0,0,0,1,0,0
33024452,0,0,0,0,1,0,0
32266184,1,0,0,0,0,0,0
32879801,0,1,0,1,0,0,1
32787702,1,0,0,0,0,0,0
32189175,1,0,0,0,0,0,0
32486011,0,0,1,0,1,0,0
32766413,0,0,0,0,1,0,0
32435925,0,1,0,0,0,0,0
32514854,1,0,0,0,0,0,0
32537662,0,1,0,0,0,0,1
33647516,0,1,0,0,1,1,0
32398137,0,0,0,0,1,0,0
32628129,1,0,0,0,0,0,0
32712910,0,0,0,1,0,0,0
33067892,0,1,0,0,0,0,1
33213689,0,0,0,0,1,1,0
32942698,0,0,0,0,1,0,0
32874688,0,0,0,0,1,0,0
33072712,0,0,0,0,1,0,0
32983734,1,0,0,0,0,0,0
32707160,0,0,0,0,0,0,1
32653468,0,0,0,0,1,0,0
32413112,0,0,1,0,1,0,0
33224421,0,0,1,0,1,0,0
32716517,0,0,1,0,1,0,0
32731283,0,1,0,0,0,0,1
32279081,0,1,0,0,0,0,0
32395790,0,1,0,0,0,0,1
32799694,0,1,0,0,0,0,1
32837652,0,0,0,0,1,0,0
32335244,0,0,0,0,1,0,0
32921824,0,0,0,0,1,0,0
32878575,0,0,0,0,1,0,0
33382758,0,0,0,0,1,1,0
32686375,1,0,0,0,0,0,0
33571106,0,0,0,0,1,1,0
32576357,0,0,0,1,0,0,1
32837728,0,1,0,1,0,0,0
32784110,1,0,0,0,0,0,0
32292529,0,0,0,0,0,0,1
32508257,0,0,0,0,1,0,0
32774764,0,0,0,0,1,0,0
32311350,0,0,0,0,0,1,0
32945216,0,0,0,1,0,0,1
34319149,0,0,0,0,1,1,0
32834818,0,0,1,0,0,1,0
34035795,0,0,0,0,0,1,0
32956296,0,0,0,0,1,0,0
32947759,0,0,0,0,1,0,0
32391657,0,1,0,0,0,0,1
32889073,0,0,0,0,1,0,0
32919683,0,0,0,0,0,0,1
32324456,0,0,0,0,1,0,0
32993779,0,0,0,0,1,0,1
32580396,0,0,0,0,1,0,0
32506726,0,1,0,0,0,0,0
32431085,0,0,1,0,0,1,0
32731428,0,0,0,0,1,0,0
33073716,0,0,0,1,0,0,1
32961466,0,0,0,0,1,0,0
32610364,0,1,0,0,0,0,1
32608474,0,0,0,0,1,0,0
34169574,0,1,0,0,1,1,0
32522617,0,0,0,1,0,0,1
32376532,0,0,0,0,1,0,0
32386942,0,0,0,0,1,0,0
32375455,0,0,1,0,1,1,0
32651882,0,0,0,0,1,0,1
32922854,1,0,0,0,0,0,0
32312919,0,0,0,0,1,0,0
32931823,1,0,0,0,0,0,0
32520750,0,0,0,0,1,0,0
32827394,0,1,0,0,0,0,0
32836474,0,0,0,0,1,0,0
33570837,0,0,0,0,1,1,0
32637086,1,0,0,0,0,0,0
32755845,0,0,1,0,1,0,0
32759006,0,0,0,1,0,0,1
32673122,0,1,0,0,0,0,0
32340022,0,0,0,0,1,1,0
32311760,0,0,0,0,0,0,1
32626666,0,1,0,0,0,0,0
32502901,0,0,0,1,0,0,1
32500700,0,1,0,0,0,0,1
33332472,0,0,0,1,0,1,0
32803237,0,0,0,0,1,0,0
32989148,0,0,0,0,1,0,0
32597466,0,0,0,0,0,0,1
32996784,0,0,0,1,0,0,1
32921916,0,0,0,0,1,0,0
32679848,0,0,0,0,1,0,0
32722217,0,0,0,0,1,0,0
32737069,0,0,0,0,0,0,1
32963703,0,0,0,1,0,0,1
33456432,0,0,0,0,1,1,0
33017904,0,0,0,0,0,0,1
32651959,0,0,0,0,0,0,1
32544288,0,0,0,0,1,1,0
32497794,0,0,0,0,1,0,0
33189939,0,0,0,0,1,1,0
32535794,0,0,0,0,1,0,0
32679582,0,1,0,0,0,0,1
32877014,0,0,0,0,1,0,0
32845730,0,0,0,0,1,0,1
32598501,0,0,0,0,1,0,0
33077274,0,1,0,0,0,0,1
32900707,0,0,0,0,1,0,0
